sentence,gold_label,predicted_label,label_match
"kmarin gue dtang ke tempat makan brau ynag ada di dgo aats . gue kia makanan nya enak karena harga nya mahal . ternyta , bor-boro . tidak mau lai deh ke tempat itu . sudah mana tempat nya juag tidak naman bnget , terlalu sempit .",2,0,False
"laur biasa keceaw sangat dengan aplkiasi ini , saya sudah hubungi pusat panggilan untuk cek pemesanan saya karena saya sudah baar dan tidk mucnul e - tiket nya , bahkan saya sudh kirim bukti transaksi nya ke e-mail , hingga saat ini tdiak ada piak pusat panggiln yag menghbungi , keceaw .",2,0,False
"proses pengemblian dana lama . sudah dibaayr tapi kde pesan tdak dapat . pelayanan kurang , telepon ke peayanan pelanggna paki pulsa yang banyak . tidak mau pesan lagi di sini",2,0,False
"menyesal pean tiket pesawta di tiket.cmo sudha di tansfer dibilang trnasaksi kedaluarsa , pulsa habis banyak untuk tepon pelayanan pelanggna .",2,0,False
"di sat saya slaah pembelina , pengembalian ung cuma 50 %, itu tdak masalah abang syaa . teapi sduah 2 bulan belm ada juga pengembalian nya , tike.tcom tdiak bisa dipercaya .",2,0,False
ska kesal denan kpopers yagn mukulin pangsek sumpah saya kesal banget sama kalian saya dukung yanglk karena dia satu satu nya rappr yang muka nya seperti lipatan kulit badak . kenapa kalian tidak mengajak saya dan tidk dimatikan sekalian atau direndam pakai rniso bair bening . gue kan bnci banget sama dia .,2,0,False
"gua enggak suka caar pelatih timnas u16 yang mearang pemain nya diwawancara sama teman-teman media . di luar sana , justru peain mda diajari public speaking baik di depan meida maupn di depan rakyta . hraus nya pelatih atau manager cukpu membtaasi apa yang tidak boleh dishare ke media .",2,0,False
saya kecewa smaa waktu beliau berhnetikan sbeagai mendikbud . setelah saya tahu bgaimana knerja nya bau paham mengapa dia diberhentikan . sekarang pun begitu . kputusan yang diambil jokowi pati beralasan terasuk pemilihan warpes .,2,0,False
saya secaa priadi tteap tidak setuju dengan semua jeins ajakan . apalagi untuk timans yang main . kalau lgia-liga top eorpa apa yang lain silakan saay tdak menonton juga tidak mengpaa . tapi ini timnas . kita tetp mmeinta ta pak dan pak nharawi,2,0,False
aku kecewa . tdi pergi kfc dapat wedges macam tidak niat dibat nya . sudah begitu memberi mayonse nya berantakan bagnet .,2,0,False
samsung gaalxy s saya sudah diluncurkan smealam . saya keewa desan nya stanadr bnaget . ekspektasi saya cua terwujud 70 % . percuma terbawa sampai mimpi .,2,0,False
"sebagai indomie gorng mania , saya mersaa kecewa kaau mendapati ternyata bumbu jebol di dalam kemasan , kudu bagaimana nek ngene ini ? gaduh . tidka profesional banget .",2,0,False
"kecewa brat . baru tahu pop mie goreng sudah discnotinue ya ? why ???!!!! padahl itu enak banget , terbaik .",2,0,False
client kita komplain kami pun sangat kecwea . paling tiak bisa jujr jika tidak bisa tepat waktu untuk antra dari wtc ke indofood tower .,2,0,False
"gimana ya antara kecewa aatu sekadar deh sama r di indofood , karena pas rednang keluar itu heboh mampus enak nya enggak ketolongan . new varian noods din triilun capture dat magic .",2,0,False
"smapai sat ini benar-benar enjoy deh pakai . tapi tadi kita coba cahs kembali 50 % sunday ya nnton bioskpo , di xxi epicentrum cua bisa pkk deit bca saja . tiadk bisa pakai krtu lain . penonton kecewa deh . __sa__",2,0,False
"sungghu kecewa dengan pelayanan bca , khuuss nya baca finance wtc mg 2 . pelaynaan ovt kredit yagn sugnguh mengecewaakn . sudah hampr 1 buan lebih belum ada kabar juga , bahkan saya sudah membayar 2x tagihn ciclan masih belum ada kabar juga . tanya ke marketing juga respon nya tiadk ada .",2,0,False
sedang proses penukaran poduk kaerna aam pertama kali urusan dengan blibli . maka pt bca tbk menyampaikn cattan ini serius . sanat kecwa keberatan kaena tidak ada itikad baik .,2,0,False
"kata dosen ku budya korea itu kalua ada orang yag sdah baik smaa merka walaupun cuma sekail , mereka bkal balas kebaikan itu lebih banyka . maka dai itu mereka kaalu membeir itu ska tidak muluk-muluk . senng deh sama merka .",0,2,False
"temen gue teelpon genggm nya xiaomi yag 2 jta sja masih kembali . pas gue tanya kenapa dia beli itu padahal bisa saja di beli iphne , dia jawab karena dia sua kraena spek nya . melebih iphone yang lo pandang richu itu .",0,2,False
masyarakat paua dipastikan akan mndukung memilih joowi saat pilpres 2091 kaerna masyaraat papau merasakan hasil pmebangunan yng dicapi di era terima kashi pak,0,1,False
kalu dirver go jek tidak pelayanan priam meminta bungkus acar untuk mengambil soas tambahan hilagn nafsu maan saya . bravo driver go jek .,0,2,False
"harus belanja di shopee karena shopee itu memberikan bukti pelaanan yang bak , bukna sekadar jnji doang , seperti mantan itu",0,2,False
harus belanja di shoepe kraena pelayanan dair shope itu benar benar memusakan pelanggan dan takkna mengecewakan .,0,2,False
"bu meang mnatap . semoa siapapun presiden nya , menteri kelautan perikann ttap bu susi . amin .",0,1,False
kebiasaan paing keren dari tiki / jne adalh langsung memberi laporan kalau yang menerima paket tidak ada di tempat tanpa telepon dulu ke si penerima . matap !,0,2,False
"saya suwandi sudah psan tiket pak - cengkareng tuk penerbangan tanggal 20 jam 06.46 via peawat nam air . namun sampai dengan hari ini tanggal 17 juli , syaa belum terima info apa pun , transfre dari bri syariah ke bank mandiri . mhon bantaun nya untuk diinformasi kmebali . teriam kasih .",1,2,False
dafatr hara dispenesr 208 terbaik yang ada di blibl.com memuat banyak produk . saah sau nya aalah miyako wdp - 200 dispenser . produk ini merupakan dispenser dengan peenmpatan gaon di bawah sehingga ana tidak perlu mengangkat galon saat akan mengisi air .,1,0,False
"adab di media soial itu jelas , kok . ska silakan like , mengikuti . tidak suka , unfoll / block , simpel . dan kita memiliki hak yang sama utnuk melakukan nya .",1,2,False
"kalu tidak ska gaperlu didukung mas , dukung saaj yang menurut mas duas itu bisa bawa indonesia jauh lebhi baik . yag penting kita harus menomorsatukan assa etika .",1,0,False
ada tiga taahp . pertma harus unlock bootloader terus pasang twrp terus robot deh xiaomi kamu tipe berapa ya ? soal nya ska beda gtu loh,1,2,False
"maaf ini oot . yang hape nya xiaoi , bias bntu aku tidak . ini kalau aku lagi buka twit atau saya begiu suka menang . nah yag aku lingkarkan merah itu alikasi yang menghilang begitu . ada yang tahu kenpa dan bagimana caar mnyembuhkan nya :",1,2,False
di indonesia pilihan brand smarphone kan mleimpah . klau tdak suak cara xiamoi menjalankan bisnis nya ya tinggal pilih brand lain . dibwa santai saaj .,1,0,False
mau tanya apa nomer ini 622129265555 benar nomer kantor bca jakarta yang menangani kartu kredit ? saa tungu jawaban nya ya,1,2,False
"di pesoa festival pasar treapung , ada juga permainan tradisional baogo , festival kan traidsional sasirangan , kompetisi chef hotel dan restoan terbak , festival kuliner deas banjar , lomba hias perau jukung , lomba fotografi , dan masih banyak lagi yang linnya .",1,0,False
"asisten pelatih pskc cimahi , nurjati merasa tim nya sangat bagnga bertemu dengan tim sebesar persib bandng di babak 128 besar piala indonesia 2018 .",0,1,False
"sat kunungan ke hotel , mnag bnyak menerima apresiasi atas layanan hjai tahnu ini .",0,1,False
"gelaran jateg wow 2018 telah usia paa 31 maert llau . dari pelaksanaan selama dua bulna pnuh , kegiatan ini telah meningkatkan hnian hotel mendatangkan ribuan kunujngan wisatawan mancanegara ke jawa tengah .",0,1,False
